page,source_url,src_len,count,yes,no,ii,dk
https://www.snopes.com/fact-check/jeff-sessions-disbarred/,https://www.washingtonpost.com/news/post-nation/wp/2017/03/10/aclu-files-ethics-complaint-against-sessions-over-communications-with-russian-ambassador/,3,0,0,0,0,0
https://www.snopes.com/fact-check/a-fair-shake/,https://www.mcdonalds.com/us/en-us/product/baked-hot-apple-pie.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/a-fair-shake/,https://www.mcdonalds.com/us/en-us/product/vanilla-shake-small.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/a-fair-shake/,https://www.cnbc.com/2017/05/18/mcdonalds-changed-its-vanilla-ice-cream-6-months-ago-and-nobody-noticed.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/homeland-security-indicts-hillary/,http://endingthefed.com/breaking-department-of-homeland-security-chairman-officially-indicts-hillary-clinton-of-treason.html,1,3,0,0,3,0
https://www.snopes.com/fact-check/duct-tape-antifa/,https://www.instagram.com/p/BDm4jTgqkci/?taken-by=rallitox,3,0,0,0,0,0
https://www.snopes.com/fact-check/duct-tape-antifa/,https://www.instagram.com/rallitox/,3,0,0,0,0,0
https://www.snopes.com/fact-check/duct-tape-antifa/,http://www.rallitox.org/human-stickers-20152016-compilation/,3,0,0,0,0,0
https://www.snopes.com/fact-check/cruise-ship-pizza-warning/,https://archive.is/KcPYY,1,3,2,1,0,0
https://www.snopes.com/fact-check/presidents-day/,https://www.archives.gov/federal-register/codification/executive-order/11582.html,1,3,0,3,0,0
https://www.snopes.com/fact-check/cuban-refugees-clinging-to-air-force-one/,http://literallyunbelievable.org/,1,3,0,1,2,0
https://www.snopes.com/fact-check/sarah-palin-slavery-quote/,http://archive.is/dsTGd,3,0,0,0,0,0
https://www.snopes.com/fact-check/sarah-palin-slavery-quote/,http://archive.is/YgbnN,3,0,0,0,0,0
https://www.snopes.com/fact-check/sarah-palin-slavery-quote/,http://archive.is/MubbO,3,0,0,0,0,0
https://www.snopes.com/fact-check/florida-nikolas-cruz-isis/,https://web.archive.org/web/20180215183729/https://www.infowars.com/report-florida-shooter-inspired-by-isis-allahu-akbar/,3,0,0,0,0,0
https://www.snopes.com/fact-check/florida-nikolas-cruz-isis/,https://www.urbandictionary.com/define.php?term=durka,3,0,0,0,0,0
https://www.snopes.com/fact-check/florida-nikolas-cruz-isis/,https://www.thedailybeast.com/nick-cruz-parkland-florida-shooting-stoneman-douglas-high-school,3,0,0,0,0,0
https://www.snopes.com/fact-check/botswana-condemns-trump-remarks/,https://www.cbsnews.com/news/election-2016-donald-trump-defends-calling-mexican-immigrants-rapists/,3,0,0,0,0,0
https://www.snopes.com/fact-check/botswana-condemns-trump-remarks/,https://t.co/ejJsYeSBAZ,3,0,0,0,0,0
https://www.snopes.com/fact-check/botswana-condemns-trump-remarks/,https://www.theatlantic.com/politics/archive/2018/01/judge-daca-trump/550181/,3,0,0,0,0,0
https://www.snopes.com/fact-check/wounds-that-never-heal/,http://www.house.gov/ros-lehtinen/,1,1,0,0,1,0
https://www.snopes.com/fact-check/will-tonight-be-the-darkest-night-in-500-years/,http://archive.is/x8rld,2,2,2,0,0,0
https://www.snopes.com/fact-check/will-tonight-be-the-darkest-night-in-500-years/,https://www.timeanddate.com/eclipse/list.html,2,1,0,1,0,0
https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/,https://www.clintonfoundation.org/,3,0,0,0,0,0
https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/,https://www.treasury.gov/resource-center/international/foreign-investment/Pages/cfius-members.aspx,3,0,0,0,0,0
https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/,https://www.washingtonpost.com/news/fact-checker/wp/2017/10/31/the-repeated-incorrect-claim-that-russia-obtained-20-percent-of-our-uranium/,3,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.themarshallproject.org/2015/04/02/jolly-ranchers-sage-and-breath-mints#.tkhglMzLi,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,http://www.palmbeachpost.com/news/news/bird-watcher-wrongly-arrested-for-possession-of-po/nLspP/,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.propublica.org/documents/item/2939771-Hillsborough-Email-1.html#document/p4/a305938,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,http://www.washingtonpost.com/news/morning-mix/wp/2015/02/17/man-spends-months-in-jail-for-having-drugs-that-turned-out-to-be-vitamins/,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.safariland.com/products/forensics/field-drug-tests/nik-drug-tests-and-kits/,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.themarshallproject.org/about#.cSOdvjbDe,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.propublica.org/article/common-roadside-drug-test-routinely-produces-false-positives,8,0,0,0,0,0
https://www.snopes.com/fact-check/florida-officer-mistakes-donut-glaze-for-methampetamines/,https://www.propublica.org/documents/item/2687127-Narcopouch-995-Training-Notes.html#document/p41/a271679,8,0,0,0,0,0
https://www.snopes.com/fact-check/trumps-endorsements-midterms/,https://www.nytimes.com/interactive/2018/11/06/us/elections/results-house-elections.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/trumps-endorsements-midterms/,https://www.nytimes.com/interactive/2018/11/06/us/elections/results-senate-elections.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/trumps-endorsements-midterms/,http://archive.is/bj8Ve,3,0,0,0,0,0
https://www.snopes.com/fact-check/floyd-mayweather-jr-donates-after-hurricane/,https://archive.is/p419m,2,0,0,0,0,0
https://www.snopes.com/fact-check/floyd-mayweather-jr-donates-after-hurricane/,https://archive.is/N6So3,2,0,0,0,0,0
https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,https://archive.fo/Wm2gZ,5,0,0,0,0,0
https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,https://rationalwiki.org/wiki/Illuminati,5,0,0,0,0,0
https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,https://archive.fo/jCoNU,5,0,0,0,0,0
https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,https://archive.fo/fTmFC,5,0,0,0,0,0
https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,https://rationalwiki.org/wiki/Extraterrestrial,5,0,0,0,0,0
https://www.snopes.com/fact-check/baby-boom-8/,http://web.archive.org/web/20000511223321/http://www.meadjohnson.ca/i1/p5.htm,1,3,0,3,0,0
https://www.snopes.com/fact-check/have-your-yellowcake/,http://www.cameco.com/investor_relations/about_us/,1,1,0,0,1,0
https://www.snopes.com/fact-check/mike-pence-visit-to-iceland/,https://www.patheos.com/blogs/laughingindisbelief/is-this-satire/,2,1,0,1,0,0
https://www.snopes.com/fact-check/mike-pence-visit-to-iceland/,http://archive.fo/yKcOq,2,2,2,0,0,0
https://www.snopes.com/fact-check/mcdonalds-countries-war/,https://www.history.com/this-day-in-history/the-u-s-invades-panama,4,0,0,0,0,0
https://www.snopes.com/fact-check/mcdonalds-countries-war/,https://en.wikipedia.org/wiki/Kosovo_War,4,0,0,0,0,0
https://www.snopes.com/fact-check/mcdonalds-countries-war/,https://mediawiki.middlebury.edu/IPE/Golden_Arches_Theory_of_Conflict_Prevention,4,0,0,0,0,0
https://www.snopes.com/fact-check/mcdonalds-countries-war/,https://www.usatoday.com/story/opinion/2018/08/08/trump-putin-russia-lessons-prevent-war-georgia-ukraine-column/926081002/,4,0,0,0,0,0
https://www.snopes.com/fact-check/canada-donuts-marijuana/,https://newatlas.com/canada-legal-marijuana/56843/,3,0,0,0,0,0
https://www.snopes.com/fact-check/canada-donuts-marijuana/,https://www.cnn.com/2018/10/19/world/canada-cannabis-girl-sells-cookies-trnd/index.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/canada-donuts-marijuana/,https://worldnewsdailyreport.com/canadians-face-major-donut-shortage-after-first-day-of-cannabis-legalization/,3,0,0,0,0,0
https://www.snopes.com/fact-check/woman-has-dead-kitten-removed/,http://archive.is/tFuJ8,1,3,3,0,0,0
https://www.snopes.com/fact-check/middle-finger-to-the-lord/,https://www.washingtonpost.com/news/acts-of-faith/wp/2015/11/10/who-is-josh-feuerstein-the-man-behind-the-starbucks-red-cup-frenzy/,2,0,0,0,0,0
https://www.snopes.com/fact-check/middle-finger-to-the-lord/,https://play.google.com/music/preview/Tsqncbpvffeky6k6bfeh32atn3e?lyrics=1&utm_source=google&utm_medium=search&utm_campaign=lyrics&pcampaignid=kp-songlyrics,2,1,0,1,0,0
https://www.snopes.com/fact-check/trump-michelle-obama-11-billion/,http://focusnews.info/disclaimer-policy/,2,0,0,0,0,0
https://www.snopes.com/fact-check/trump-michelle-obama-11-billion/,http://focusnews.info/breaking-trump-just-sent-michelle-obama-a-bill-shell-never-be-able-to-pay-in-her-lifetime/,2,0,0,0,0,0
https://www.snopes.com/fact-check/did-we-ignore-huge-trafficking-bust/,http://archive.is/G7eIX,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-we-ignore-huge-trafficking-bust/,https://thebestschools.org/magazine/15-logical-fallacies-know/,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-we-ignore-huge-trafficking-bust/,https://polarisproject.org/human-trafficking/recognize-signs,4,0,0,0,0,0
https://www.snopes.com/fact-check/did-we-ignore-huge-trafficking-bust/,https://www.fbi.gov/contact-us/field-offices/atlanta/news/press-releases/fbi-announces-results-of-operation-safe-summer,4,0,0,0,0,0
https://www.snopes.com/fact-check/oklahoma-representative-god/,http://webserver1.lsb.state.ok.us/cf_pdf/2017-18%20SUPPORT%20DOCUMENTS/BILLSUM/House/HB1549%20CS%20BILLSUM.PDF,2,0,0,0,0,0
https://www.snopes.com/fact-check/oklahoma-representative-god/,https://www.okhouse.gov/Video/Default.aspx,2,1,0,0,1,0
https://www.snopes.com/fact-check/welcome-to-amsterdam/,http://www.en.wikipedia.org/wiki/Coat_of_arms_of_Amsterdam,2,0,0,0,0,0
https://www.snopes.com/fact-check/welcome-to-amsterdam/,http://www.en.wikipedia.org/wiki/Coat_of_arms_of_Haarlem,2,0,0,0,0,0
https://www.snopes.com/fact-check/yolanda-saldivar-dead/,https://www.intouchweekly.com/posts/selena-killer-yolanda-saldivar-today-166701/,1,0,0,0,0,0
https://www.snopes.com/fact-check/heart-attacks-and-water/,http://ezinearticles.com/?Drinking-Water---Does-it-Lower-Blood-Pressure?&id=1416187,1,3,0,2,1,0
https://www.snopes.com/fact-check/fingered-2/,http://us.imdb.com/Title?0079501,1,1,0,0,1,0
https://www.snopes.com/fact-check/robot-child-support/,http://archive.is/IPAC6,1,3,3,0,0,0
https://www.snopes.com/fact-check/don-walter-letter/,http://www.usdoj.gov/opa/pr/2003/May/03_ag_267.htm,1,3,1,2,0,0
https://www.snopes.com/fact-check/visine-diarrhea-prank/,http://web.archive.org/web/20080112191914/http://www.pfizerch.com/product.aspx?id=330,1,3,2,0,1,0
https://www.snopes.com/fact-check/police-vigilante-pedophile-serial-killer/,http://archive.fo/QDRsB,3,0,0,0,0,0
https://www.snopes.com/fact-check/police-vigilante-pedophile-serial-killer/,http://cbs15.com/privacy/,3,0,0,0,0,0
https://www.snopes.com/fact-check/police-vigilante-pedophile-serial-killer/,http://archive.fo/LSJnc,3,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,https://link.springer.com/chapter/10.1007/978-3-662-44342-2_25,8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,"https://www.google.com/maps/place/Maher+Island/@-72.976666,-126.3929619,13z/data=!3m1!4b1!4m5!3m4!1s0xa4f7eb114889f1ed:0x53c846abf66468a8!8m2!3d-72.9731634!4d-126.3618273",8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,http://www.geocuriosa.com/pointnemo/index.html,8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,"https://www.google.com/maps/place/Ducie+Island/@-24.6831685,-124.8023273,14z/data=!3m1!4b1!4m5!3m4!1s0x9e5f9757f6a8c69d:0x7d28c61cdfa0c216!8m2!3d-24.6807263!4d-124.787888",8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,https://www.facebook.com/yupthatexists/posts/1340642019370457,8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,https://www.redbull.com/us-en/point-nemo-most-remote-on-earth,8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,"https://www.google.com/maps/place/48%C2%B052'36.0%22S+123%C2%B023'36.0%22W/@-48.876667,-123.393333,12z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-48.876667!4d-123.393333?hl=en",8,0,0,0,0,0
https://www.snopes.com/fact-check/point-ocean-closest-human-astronaut/,"https://www.google.com/maps/place/Easter+Island/@-27.1777816,-109.4665381,14z/data=!4m5!3m4!1s0x9947f017a8d4ae2b:0xbbe5b3edc02a2db6!8m2!3d-27.112723!4d-109.3496865",8,0,0,0,0,0
https://www.snopes.com/fact-check/jamie-foxx/,http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.snopes.com%2Ffact-check%2Fjamie-foxx%2F,1,1,0,0,1,0
https://www.snopes.com/fact-check/one-man-and-a-baby-box/,http://web.archive.org/web/20040603142921/http://www.d230.org/cs/matiya/new_page_8.htm,2,1,0,1,0,0
https://www.snopes.com/fact-check/one-man-and-a-baby-box/,https://web.archive.org/web/19970110210102/http://www.biozentrum.uni-wuerzburg.de/genetics/behavior/learning/SkinnerBox.html,2,1,0,1,0,0
https://www.snopes.com/fact-check/did-abcs-vp-programming-cancel-roseanne/,https://www.julioiglesias.com/,2,1,0,0,1,0
https://www.snopes.com/fact-check/did-abcs-vp-programming-cancel-roseanne/,https://www.disneyabcpress.com/abc/abc-executives/,2,1,0,1,0,0
https://www.snopes.com/fact-check/home-invasion-thwarted/,http://web.archive.org/web/20070504040741/http://www.khou.com/news/local/stories/khou061228_ac_crosbyshooting.547846d3.html,1,3,0,3,0,0
https://www.snopes.com/fact-check/air-force-academy-commencement-2013/,http://www.cvent.com/events/usafa-graduation-2013/event-summary-1b6f32c35bfa4189940a014d34d07ad0.aspx,1,1,0,0,1,0
https://www.snopes.com/fact-check/child-support-abolished/,https://archive.is/K8FV9,4,0,0,0,0,0
https://www.snopes.com/fact-check/child-support-abolished/,https://archive.is/ZkuGY,4,0,0,0,0,0
https://www.snopes.com/fact-check/child-support-abolished/,http://archive.is/RrhpP,4,0,0,0,0,0
https://www.snopes.com/fact-check/child-support-abolished/,http://www.react365.com/,4,0,0,0,0,0
https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,https://www.huffingtonpost.co.uk/entry/watch-former-us-vice-president-joe-biden-live-at-chatham-house_uk_5bbdddb3e4b01470d0575167,4,0,0,0,0,0
https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,https://www.cnn.com/2018/10/04/politics/biden-london-trip/index.html,4,0,0,0,0,0
https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,https://en.wikipedia.org/wiki/New_World_Order_(conspiracy_theory),4,0,0,0,0,0
https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,https://www.cnn.com/2018/10/10/politics/biden-2020-not-running-at-this-point/index.html,4,0,0,0,0,0
https://www.snopes.com/fact-check/truck-curfew/,http://archive.is/wed93,1,0,0,0,0,0
https://www.snopes.com/fact-check/muslims-open-fire-hikers/,http://www.vvdailypress.com/article/20160328/NEWS/160329753,3,0,0,0,0,0
https://www.snopes.com/fact-check/muslims-open-fire-hikers/,http://archive.is/te6Nw,3,0,0,0,0,0
https://www.snopes.com/fact-check/muslims-open-fire-hikers/,http://archive.is/Ks6cl,3,0,0,0,0,0
https://www.snopes.com/fact-check/power-basketball/,http://www.mknx.com/v/powerade.wmv,1,0,0,0,0,0
https://www.snopes.com/fact-check/got-insurance/,http://doyougotinsurance.com/,1,0,0,0,0,0
https://www.snopes.com/fact-check/clinton-supporter-defecated-on-sign/,http://www.mexconnect.com/articles/4118-the-zocalo-is-the-heart-of-mexico-city,4,0,0,0,0,0
https://www.snopes.com/fact-check/clinton-supporter-defecated-on-sign/,http://mexicanhistory.org/1920s.htm,4,0,0,0,0,0
https://www.snopes.com/fact-check/clinton-supporter-defecated-on-sign/,http://nsarchive.gwu.edu/NSAEBB/NSAEBB10/intro.htm,4,0,0,0,0,0
https://www.snopes.com/fact-check/clinton-supporter-defecated-on-sign/,https://www.britannica.com/biography/Enrique-Pena-Nieto,4,0,0,0,0,0
https://www.snopes.com/fact-check/flower-power-2/,http://web.archive.org/web/20070310152452/http://www.tpwd.state.tx.us/kids/wild_things/wildflowers/bluebonnet.phtml,3,0,0,0,0,0
https://www.snopes.com/fact-check/flower-power-2/,http://www.northernontarioflora.ca/description.cfm?speciesid=1002574,3,0,0,0,0,0
https://www.snopes.com/fact-check/flower-power-2/,http://www.fws.gov/endangered/,3,0,0,0,0,0
https://www.snopes.com/fact-check/heir-raising-experience/,http://www.stategazette.com/story/2022587.html,3,0,0,0,0,0
https://www.snopes.com/fact-check/heir-raising-experience/,http://www.usnews.com/news/history/articles/2007/02/16/worst-presidents-john-tyler,3,0,0,0,0,0
https://www.snopes.com/fact-check/heir-raising-experience/,http://www.sherwoodforest.org/,3,0,0,0,0,0
https://www.snopes.com/fact-check/michelle-obama-anthem-heart/,http://www.apimages.com/Search?query=%22michelle+obama%22+%22national+anthem%22&ss=10&st=kw&entitysearch=&toItem=18&orderBy=Newest&searchMediaType=excludecollections,4,4,0,2,2,0
https://www.snopes.com/fact-check/michelle-obama-anthem-heart/,https://www.c-span.org/,4,4,1,2,1,0
https://www.snopes.com/fact-check/michelle-obama-anthem-heart/,https://web.archive.org/web/20180504220434/https://www.facebook.com/Deplorables1/photos/a.310324979326029.1073741827.310324155992778/594328187592372/?type=3&theater,4,3,0,0,3,0
https://www.snopes.com/fact-check/michelle-obama-anthem-heart/,https://www.gettyimages.com/photos/michelle-obama-national-anthem?family=editorial&page=3&phrase=%22michelle%20obama%22%20%22national%20anthem%22&sort=best#license,4,4,0,2,2,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,https://archive.is/asREr,6,0,0,0,0,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,https://en.wikipedia.org/wiki/Euthanasia_in_Canada#Bill_C-14,6,0,0,0,0,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,https://archive.is/01nB0,6,0,0,0,0,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,https://archive.is/pN3Ku,6,0,0,0,0,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,https://archive.is/4eE3n,6,0,0,0,0,0
https://www.snopes.com/fact-check/did-canada-legalize-euthanasia-children-disabilities/,http://www.justice.gc.ca/eng/cj-jp/ad-am/faq.html,6,0,0,0,0,0
https://www.snopes.com/fact-check/whatsapp-share-with-facebook/,https://www.facebook.com/help/111814505650678,1,1,0,1,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/115th-congress/house-bill/1928?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/113th-congress/house-bill/4629?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,"https://www.congress.gov/member/frederica-wilson/W000808?q=%7B%22sponsorship%22:%22cosponsored%22,%22search%22:%5B%22veteran%22%5D,%22within%22:%5B%22veteran%22%5D%7D&searchResultViewType=expanded",22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/114th-congress/house-bill/1994/actions?q=%7B%22search%22%3A%5B%22hr+1994%22%5D%7D&r=2,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/112th-congress/house-bill/839/actions?q=%7B%22search%22%3A%5B%22hr839%22%5D%7D&r=4,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/114th-congress/house-bill/5165?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/115th-congress/house-bill/2827?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/114th-congress/house-bill/5620?q=%7B%22search%22%3A%5B%22hr5620%22%5D%7D&r=1,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.washingtonpost.com/news/checkpoint/wp/2017/03/22/a-congressional-bill-could-allow-veterans-deemed-mentally-incompetent-to-own-guns/,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/115th-congress/house-bill/1259?q=%7B%22search%22%3A%5B%22hr1259%22%5D%7D&r=1,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://votesmart.org/candidate/key-votes/17319/frederica-wilson/66/veterans,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/113th-congress/house-bill/933?q=%7B%22search%22%3A%5B%22hr933%22%5D%7D&r=3,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,http://clerk.house.gov/evs/2017/roll169.xml,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/115th-congress/house-bill/3345/text?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/115th-congress/senate-bill/1094?q=%7B%22search%22%3A%5B%22s1094%22%5D%7D&r=1,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/113th-congress/house-bill/4149/cosponsors?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/112th-congress/house-bill/930/cosponsors?q=%7B%22search%22%3A%5B%22veteran%22%2C%22veteran%22%5D%7D,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/113th-congress/house-joint-resolution/72?q=%7B%22search%22%3A%5B%22hj+res+72%22%5D%7D&r=3,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,http://clerk.house.gov/evs/2013/roll499.xml,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,https://www.congress.gov/bill/114th-congress/house-bill/2577?q=%7B%22search%22%3A%5B%22hr2577%22%5D%7D&r=2,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,http://archive.is/W1O7j,22,0,0,0,0,0
https://www.snopes.com/fact-check/frederica-wilson-veterans/,http://archive.is/BgpGn,22,0,0,0,0,0
https://www.snopes.com/fact-check/sensitive-personal-information-police-officers/,http://www.familytreenow.com/,1,1,0,0,1,0
https://www.snopes.com/fact-check/promoter-dead-gibson-mayweather-mcgregor-fake-fight/,http://mayweatherpromotions.com/about/,4,0,0,0,0,0
https://www.snopes.com/fact-check/promoter-dead-gibson-mayweather-mcgregor-fake-fight/,http://archive.is/,4,0,0,0,0,0
https://www.snopes.com/fact-check/promoter-dead-gibson-mayweather-mcgregor-fake-fight/,http://cachedview.com/,4,0,0,0,0,0
https://www.snopes.com/fact-check/promoter-dead-gibson-mayweather-mcgregor-fake-fight/,https://archive.is/jnBaX,4,0,0,0,0,0
https://www.snopes.com/fact-check/national-motto-letter/,http://www.greatseal.com/committees/finaldesign/index.html,1,1,0,1,0,0
https://www.snopes.com/fact-check/apod/,http://fpoapo.com/guide.htm,1,1,0,0,1,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.is/KSIdH,6,0,0,0,0,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.is/sIYwP,6,0,0,0,0,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.fo/cBmEr,6,0,0,0,0,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.is/5AJMu,6,0,0,0,0,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.is/PiTWu,6,0,0,0,0,0
https://www.snopes.com/fact-check/ilhan-omar-camp-hates-america/,http://archive.is/dTzk9,6,0,0,0,0,0
https://www.snopes.com/fact-check/zeppelin-sphinx-egypt-pyramids/,https://www.gettyimages.com/detail/news-photo/the-german-airship-zeppelin-flies-over-the-sphinx-and-giza-news-photo/901511352,4,0,0,0,0,0
https://www.snopes.com/fact-check/zeppelin-sphinx-egypt-pyramids/,https://www.loc.gov/item/2002712108/,4,0,0,0,0,0
https://www.snopes.com/fact-check/zeppelin-sphinx-egypt-pyramids/,https://www.airships.net/lz127-graf-zeppelin/history/,4,0,0,0,0,0
https://www.snopes.com/fact-check/zeppelin-sphinx-egypt-pyramids/,http://giza.fas.harvard.edu/photos/23847/full/,4,0,0,0,0,0
https://www.snopes.com/fact-check/winston-cigarettes-smoking-for-two/,https://www.designcrowd.com/community/contest.aspx?id=1671803,2,1,0,0,1,0
https://www.snopes.com/fact-check/winston-cigarettes-smoking-for-two/,https://www.cbsnews.com/pictures/blowing-smoke-vintage-ads-of-doctors-endorsing-tobacco/,2,1,0,1,0,0
https://www.snopes.com/fact-check/ginsburg-taken-to-hospital-unresponsive/,https://archive.is/UbC3x,1,3,3,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,https://www.newscientist.com/article/2133311-human-tests-suggest-young-blood-cuts-cancer-and-alzheimers-risk/,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,http://archive.is/r75yp,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,http://archive.is/NL0lD,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,https://www.jax.org/jax-mice-and-services/find-and-order-jax-mice/nsg-portfolio,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,https://clinicaltrials.gov/ct2/show/NCT02803554,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC5586222&blobtype=pdf,7,0,0,0,0,0
https://www.snopes.com/fact-check/drink-young-blood-health/,https://www.nature.com/articles/s41586-018-0457-8,7,0,0,0,0,0
https://www.snopes.com/fact-check/michelle-obama-ditched-by-secret-service/,http://archive.is/kBTrn,2,0,0,0,0,0
https://www.snopes.com/fact-check/michelle-obama-ditched-by-secret-service/,http://archive.is/0U3yc,2,0,0,0,0,0
